path_in_A,path_in_B
ObjectData\DemoKoopa\tex1_256x512_99aa3add937ce293_1.png,ondemand_texture_replace\MarioGalaxy\2865778890710306468.png
ObjectData\DemoKoopa\tex1_256x512_e733cc4f42f0ac64_14.png,ondemand_texture_replace\MarioGalaxy\16215185111699378281.png
ObjectData\DemoKoopa\tex1_64x128_613406241a3e78ff_1.png,ondemand_texture_replace\MarioGalaxy\17513851421552125825.png
ObjectData\DemoKoopa\tex1_64x64_133b82d0e8194dc7_14.png,ondemand_texture_replace\MarioGalaxy\7542505994373928357.png
ObjectData\DemoKoopa\tex1_64x64_3653bc051fdf611e_14.png,ondemand_texture_replace\MarioGalaxy\15301521014529012178.png
ObjectData\DemoKoopa\tex1_64x64_e2a016cec485e9a2_14.png,ondemand_texture_replace\MarioGalaxy\5766534245266135975.png
ObjectData\DemoKoopa\tex1_64x64_e71effdadd021a77_14.png,ondemand_texture_replace\MarioGalaxy\13226352224287309274.png
ObjectData\DemoKoopaArm\tex1_128x128_262c6c8ff301f995_1.png,ondemand_texture_replace\MarioGalaxy\15974176237424279139.png
ObjectData\DemoKoopaArm\tex1_256x512_50633731dcc3e760_14.png,ondemand_texture_replace\MarioGalaxy\2973679108149950503.png
ObjectData\DemoKoopaArm\tex1_256x512_6e224054a41ecd65_1.png,ondemand_texture_replace\MarioGalaxy\13759721122792616634.png
ObjectData\DemoMarioFaceShipPlanet\tex1_128x128_7fa5e943186722a3_14.png,ondemand_texture_replace\MarioGalaxy\3925330214963348638.png
ObjectData\DemoMarioFaceShipPlanet\tex1_128x128_e6c20c2d82c17a21_14,ondemand_texture_replace\MarioGalaxy\8511954440013880926.png
ObjectData\DemoMarioFaceShipPlanet\tex1_128x128_f7bb16047ba0da36_14.png,ondemand_texture_replace\MarioGalaxy\17332456330458837242.png
ObjectData\DemoMarioFaceShipPlanet\tex1_128x128_m_e6bc3f3911def767_14.png,MarioGalaxy_Sub\7a30e0de3128fc4b.png
ObjectData\DemoMarioFaceShipPlanet\tex1_128x128_m_e6bc3f3911def767_14_mip1.png,MarioGalaxy_Sub\7a30e0de3128fc4b_lod1.png
ObjectData\DemoMarioFaceShipPlanet\tex1_128x128_m_e6bc3f3911def767_14_mip2.png,MarioGalaxy_Sub\7a30e0de3128fc4b_lod2.png
ObjectData\DemoMarioFaceShipPlanet\tex1_128x128_m_e6bc3f3911def767_14_mip3.png,MarioGalaxy_Sub\7a30e0de3128fc4b_lod3.png
ObjectData\DemoMarioFaceShipPlanet\tex1_128x128_m_e6bc3f3911def767_14_mip4.png,MarioGalaxy_Sub\7a30e0de3128fc4b_lod4.png
ObjectData\DemoMarioFaceShipPlanet\tex1_256x16_7c431c77c1093da5_14.png,ondemand_texture_replace\MarioGalaxy\6055447395889176732.png
ObjectData\DemoMarioFaceShipPlanet\tex1_256x256_20e27620b1119aba_14.png,MarioGalaxy\dd91857f4a414aa1.png
ObjectData\DemoMarioFaceShipPlanet\tex1_256x256_f3b6faeda2d22557_5.png,ondemand_texture_replace\MarioGalaxy\4397148794189006213.png
ObjectData\DemoMarioFaceShipPlanet\tex1_256x256_m_bd14bf9f6026cd0b_14.png,ondemand_texture_replace\MarioGalaxy\17348263179985032794.png
ObjectData\DemoMarioFaceShipPlanet\tex1_256x256_m_ddcc3771a559b5b6_14.png,ondemand_texture_replace\MarioGalaxy\3700242289673033806.png
ObjectData\DemoMarioFaceShipPlanet\tex1_64x128_cd9293212ee776ec_14.png,ondemand_texture_replace\MarioGalaxy\5231131471949204079.png
ObjectData\DemoMarioFaceShipPlanet\tex1_64x32_ed0379fa365d369c_14.png,ondemand_texture_replace\MarioGalaxy\7983553508700322111.png
ObjectData\DinoPackun\tex1_64x64_3012bde50ad8a33d_3.png,ondemand_texture_replace\MarioGalaxy\951973595386500493.png
ObjectData\DinoPackun\DinoPackun\tex1_128x128_2605a50a79338a8b_14.png,ondemand_texture_replace\MarioGalaxy\7208919955612096978.png
ObjectData\DinoPackun\DinoPackun\tex1_256x128_a3f1b4636535d42d_14.png,ondemand_texture_replace\MarioGalaxy\16678790885183366282.png
ObjectData\DinoPackun\DinoPackun\tex1_32x64_b72ddafd07ccc5af_14.png,ondemand_texture_replace\MarioGalaxy\10654916142928689578.png
ObjectData\DinoPackun\DinoPackun\tex1_64x64_e147254aa94a8cd6_1.png,ondemand_texture_replace\MarioGalaxy\566958584741496728.png
ObjectData\DinoPackun2\tex1_128x128_0e6c5f3cf1990526_14.png,ondemand_texture_replace\MarioGalaxy\7016137744411045489.png
ObjectData\DinoPackun2\tex1_256x128_3024db7977f5fd71_14.png,ondemand_texture_replace\MarioGalaxy\5967595367819858485.png
ObjectData\DinoPackun2\tex1_32x64_c9afb4018e1e484f_14.png,ondemand_texture_replace\MarioGalaxy\7115848597792124418.png
ObjectData\DinoPackunBaby\tex1_128x128_75c5b6ace7b819df_1.png,ondemand_texture_replace\MarioGalaxy\16905536483886532451.png
ObjectData\DinoPackunBaby\tex1_128x128_fdd6312ae202bfad_14.png,ondemand_texture_replace\MarioGalaxy\6396966721753030878.png
ObjectData\DinoPackunBaby\tex1_256x256_2098741df4ae6b08_14.png,ondemand_texture_replace\MarioGalaxy\2631430758376904.png
ObjectData\DinoPackunBabyBattlePlanetAir\tex1_256x128_61fa600c352a136f_14.png,ondemand_texture_replace\MarioGalaxy\3461642744636019367.png
ObjectData\DinoPackunBabyPetal\tex1_256x256_e1ba3f418a9d49ba_14.png,ondemand_texture_replace\MarioGalaxy\42125631976211839.png
ObjectData\DinoPackunBabyShellBreak\tex1_64x32_5301a0d5ae4fa62e_14.png,ondemand_texture_replace\MarioGalaxy\1804726153685498590.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_9c731f60eb1b9075_14.png,MarioGalaxy_Sub\5e85924d5ddb60c0.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_9c731f60eb1b9075_14_mip1.png,MarioGalaxy_Sub\5e85924d5ddb60c0_lod1.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_9c731f60eb1b9075_14_mip2.png,MarioGalaxy_Sub\5e85924d5ddb60c0_lod2.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_9c731f60eb1b9075_14_mip3.png,MarioGalaxy_Sub\5e85924d5ddb60c0_lod3.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_9c731f60eb1b9075_14_mip4.png,MarioGalaxy_Sub\5e85924d5ddb60c0_lod4.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_b0fa82f54b6d21bb_14.png,MarioGalaxy_Sub\6e17e2b8d9a6966b.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_b0fa82f54b6d21bb_14_mip1.png,MarioGalaxy_Sub\6e17e2b8d9a6966b_lod1.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_b0fa82f54b6d21bb_14_mip2.png,MarioGalaxy_Sub\6e17e2b8d9a6966b_lod2.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_b0fa82f54b6d21bb_14_mip3.png,MarioGalaxy_Sub\6e17e2b8d9a6966b_lod3.png
ObjectData\DinoPackunBattlePlanet\tex1_128x128_m_b0fa82f54b6d21bb_14_mip4.png,MarioGalaxy_Sub\6e17e2b8d9a6966b_lod4.png
ObjectData\DinoPackunBattlePlanet\tex1_256x256_1a6721ef1d9237ac_14.png,ondemand_texture_replace\MarioGalaxy\17193151460557560734.png
ObjectData\DinoPackunBattlePlanet\tex1_256x256_729d41ab51905390_14.png,ondemand_texture_replace\MarioGalaxy\17783570878644509282.png
ObjectData\DinoPackunBattlePlanet\tex1_256x256_m_729d41ab51905390_14.png,MarioGalaxy_Sub\0713dd83a514ca3a.png
ObjectData\DinoPackunBattlePlanet\tex1_256x256_m_729d41ab51905390_14_mip1.png,MarioGalaxy_Sub\0713dd83a514ca3a_lod1.png
ObjectData\DinoPackunBattlePlanet\tex1_256x256_m_729d41ab51905390_14_mip2.png,MarioGalaxy_Sub\0713dd83a514ca3a_lod2.png
ObjectData\DinoPackunBattlePlanet\tex1_256x256_m_729d41ab51905390_14_mip3.png,MarioGalaxy_Sub\0713dd83a514ca3a_lod3.png
ObjectData\DinoPackunBattlePlanet\tex1_256x256_m_729d41ab51905390_14_mip4.png,MarioGalaxy_Sub\0713dd83a514ca3a_lod4.png
ObjectData\DinoPackunEggShell\tex1_256x128_0f105ba3134d7a45_14.png,ondemand_texture_replace\MarioGalaxy\165963951971539828.png
ObjectData\DinoPackunEggShell\tex1_256x128_f723425d200f9433_14.png,ondemand_texture_replace\MarioGalaxy\1186489896209392017.png
ObjectData\DinoPackunEggShell\tex1_64x64_678bddb970d401bd_1.png,ondemand_texture_replace\MarioGalaxy\10851591462593773102.png
ObjectData\Dodoryu\Dodoryu\tex1_128x128_767b248ab5a00fa4_14.png,ondemand_texture_replace\MarioGalaxy\2942675352928782768.png
ObjectData\Dodoryu\Dodoryu\tex1_128x128_7d633bc30050a1bf_14.png,ondemand_texture_replace\MarioGalaxy\2966254113515585956.png
ObjectData\Dodoryu\Dodoryu\tex1_128x128_8df0676bf1861415_14.png,ondemand_texture_replace\MarioGalaxy\15665393627433542623.png
ObjectData\Dodoryu\Dodoryu\tex1_128x128_a0648859535aceed_14.png,ondemand_texture_replace\MarioGalaxy\7277520587740418245.png
ObjectData\Dodoryu\Dodoryu\tex1_256x256_06a5c4ba788c566c_14.png,ondemand_texture_replace\MarioGalaxy\3808544562718949328.png
ObjectData\Dodoryu\Dodoryu\tex1_64x64_b22cab53291c09ae_14.png,ondemand_texture_replace\MarioGalaxy\16951061870932112189.png
ObjectData\DodoryuBank\tex1_128x128_e7a513686d4c259f_14.png,ondemand_texture_replace\MarioGalaxy\6095048606004881333.png
ObjectData\Dossun\tex1_256x256_03a657e4928adbe2_14.png,ondemand_texture_replace\MarioGalaxy\2978768446907149365.png
ObjectData\DossunBig\tex1_128x128_f574ff1ce9e74f86_14.png,ondemand_texture_replace\MarioGalaxy\13463780209487138723.png
ObjectData\DossunBig\tex1_64x64_a9e0312bbe79a7d2_14.png,ondemand_texture_replace\MarioGalaxy\10398575507248268002.png
ObjectData\DotPatternSky\tex1_128x128_m_71604bc5d17e5507_1.png,MarioGalaxy_Sub\542f02db21ff10bd.png
ObjectData\DotPatternSky\tex1_128x128_m_71604bc5d17e5507_1_mip1.png,MarioGalaxy_Sub\542f02db21ff10bd_lod1.png
ObjectData\DotPatternSky\tex1_128x128_m_71604bc5d17e5507_1_mip2.png,MarioGalaxy_Sub\542f02db21ff10bd_lod2.png
ObjectData\DotPatternSky\tex1_128x128_m_71604bc5d17e5507_1_mip3.png,MarioGalaxy_Sub\542f02db21ff10bd_lod3.png
ObjectData\DotPatternSky\tex1_128x128_m_71604bc5d17e5507_1_mip4.png,MarioGalaxy_Sub\542f02db21ff10bd_lod4.png
ObjectData\DotPatternSky\tex1_256x256_m_6ba1d7bfdac3b985_14.png,MarioGalaxy\ec59434ce6bcb98c.png
ObjectData\DotPatternSky\tex1_256x256_m_6ba1d7bfdac3b985_14_mip1.png,MarioGalaxy\ec59434ce6bcb98c_lod1.png
ObjectData\DotPatternSky\tex1_256x256_m_6ba1d7bfdac3b985_14_mip2.png,MarioGalaxy\ec59434ce6bcb98c_lod2.png
ObjectData\DotPatternSky\tex1_256x256_m_6ba1d7bfdac3b985_14_mip3.png,MarioGalaxy\ec59434ce6bcb98c_lod3.png
ObjectData\DotPatternSky\tex1_256x256_m_6ba1d7bfdac3b985_14_mip4.png,MarioGalaxy\ec59434ce6bcb98c_lod4.png
ObjectData\DotPatternSky\tex1_32x32_ea49d2ae434ab946_4.png,ondemand_texture_replace\MarioGalaxy\12244281336595985560.png
ObjectData\Dreamer\tex1_64x64_c0b6ed157f537765_1.png,ondemand_texture_replace\MarioGalaxy\7941175419025307044.png
ObjectData\Drill2DReflectMazeRoom\tex1_256x256_c78161cd27973d54_14.png,ondemand_texture_replace\MarioGalaxy\13036153940048941523.png
ObjectData\DrillWaterSpringPlanet\tex1_128x128_b7eeb3ed5780ddbe_1.png,ondemand_texture_replace\MarioGalaxy\11819498743484279332.png
ObjectData\DrillWaterSpringPlanet\tex1_128x128_e1eb3c82b8bef956_1.png,ondemand_texture_replace\MarioGalaxy\14587527497629885292.png
ObjectData\DustFlower\tex1_64x64_703c21f19c04f435_14.png,ondemand_texture_replace\MarioGalaxy\6412861719797867480.png
ObjectData\ElectricRail\tex1_128x32_d5af70f10541179b_1.png,ondemand_texture_replace\MarioGalaxy\4237872373562842225.png
ObjectData\ElectricRailPoint\tex1_64x64_b12ad226bd5d350d_14.png,ondemand_texture_replace\MarioGalaxy\2388792675224914995.png
ObjectData\FallDownBridgeRock\tex1_128x128_94ea5de908ce76c8_0.png,ondemand_texture_replace\MarioGalaxy\7747972393805276767.png
ObjectData\FallDownWall\tex1_128x128_m_425b14c053bec728_14.png,ondemand_texture_replace\MarioGalaxy\10507382055064943617.png
ObjectData\FallDownWall\tex1_256x256_0db56369937afd12_14.png,ondemand_texture_replace\MarioGalaxy\18428814811096668003.png
ObjectData\FallDownWall\tex1_256x256_f67fbde0302dc8a4_14.png,ondemand_texture_replace\MarioGalaxy\9268625744855322508.png
ObjectData\Fan\tex1_32x32_31c9101a240364d9_14.png,ondemand_texture_replace\MarioGalaxy\8497912041417648402.png
ObjectData\Fan\tex1_32x32_55ed6b77cca74d5d_14.png,ondemand_texture_replace\MarioGalaxy\8517406720557350234.png
ObjectData\FileSelectDataKinopio\tex1_256x128_d1e885e58715d92f_14.png,MarioGalaxy\b29373e358614f2c.png
ObjectData\FileSelectDataKinopio\tex1_64x64_4542f078a57218b8_14.png,MarioGalaxy\7739a7d719e3e860.png
ObjectData\FileSelectDataKinopio\tex1_64x64_a12e15db218a48bc_14.png,MarioGalaxy\34818278151a4af4.png
ObjectData\FileSelectDataKinopio\tex1_64x64_f53e2dbbdb960145_14.png,MarioGalaxy\932231ab8c89d989.png
ObjectData\FileSelectDataLuigi\tex1_256x128_bb1b15adfe03f6f2_14.png,MarioGalaxy\c3f2ccd12b7d54f7.png
ObjectData\FileSelectDataLuigi\tex1_64x64_36085f6a8e25c075_14.png,MarioGalaxy\70f3325e64fba7e0.png
ObjectData\FileSelectDataLuigi\tex1_64x64_d6375f83c610e20d_14.png,MarioGalaxy\99ee256f5ee985b6.png
ObjectData\FileSelectDataMario\tex1_256x128_ab7c6426be28a009_14.png,MarioGalaxy\ef6716714476d81e.png
ObjectData\FileSelectDataPeach\tex1_256x256_83fefb42b7b0938a_14.png,MarioGalaxy\c8e317a99dedb607.png
ObjectData\FileSelectDataPeach\tex1_64x64_5f72754639b3c02d_14.png,MarioGalaxy\3aadd0fa1ffccd0d.png
ObjectData\FileSelectDataPlanet\tex1_128x128_6639a3db97ce64a8_14.png,MarioGalaxy\7d83ea9e7f04364f.png
ObjectData\FileSelectDataPlanet\tex1_128x128_8936c57cf15a77a2_0.png,ondemand_texture_replace\MarioGalaxy\12329642376163896960.png
ObjectData\FileSelectDataRosetta\tex1_256x256_b7cf024fbdaf84b0_14.png,MarioGalaxy\a24d5d50f5b47c74.png
ObjectData\FileSelectDataRosetta\tex1_64x64_573d2fb72a3806c0_14.png,MarioGalaxy\4c04e5cfc7755e3a.png
ObjectData\FileSelectDataRosetta\tex1_64x64_b297b4751de5e51a_14.png,MarioGalaxy\c58a31dd672c1d57.png
ObjectData\FileSelectDataRosetta\tex1_64x64_fbc8c3d4ce6c9e48_14.png,MarioGalaxy\aef0362d9992c5d3.png
ObjectData\FileSelectDataYoshi\tex1_256x128_6977bd1307162534_14.png,MarioGalaxy\052a6cc0f67edbe1.png
ObjectData\FineAndStormSky\tex1_256x128_3041591b207c01c7_1.png,ondemand_texture_replace\MarioGalaxy\5558326425339719196.png
ObjectData\FineAndStormSky\tex1_256x16_c9f3da3f0275a2cc_1.png,ondemand_texture_replace\MarioGalaxy\7413016619642000379.png
ObjectData\FineAndStormSky\tex1_256x256_m_26070af620b8e022_1_arb.png,MarioGalaxy_Sub\259f06b3e2a39c6c.png
ObjectData\FineAndStormSky\tex1_256x256_m_26070af620b8e022_1_arb_mip1.png,MarioGalaxy_Sub\259f06b3e2a39c6c_lod1.png
ObjectData\FineAndStormSky\tex1_256x256_m_26070af620b8e022_1_arb_mip2.png,MarioGalaxy_Sub\259f06b3e2a39c6c_lod2.png
ObjectData\FineAndStormSky\tex1_256x256_m_26070af620b8e022_1_arb_mip3.png,MarioGalaxy_Sub\259f06b3e2a39c6c_lod3.png
ObjectData\FineAndStormSky\tex1_256x256_m_26070af620b8e022_1_arb_mip4.png,MarioGalaxy_Sub\259f06b3e2a39c6c_lod4.png
ObjectData\FineAndStormSky\tex1_256x256_m_26070af620b8e022_1_arb_mip5.png,MarioGalaxy_Sub\259f06b3e2a39c6c_lod5.png
ObjectData\FireBallSpreadLava\tex1_256x256_m_ae6dd2b6681e8f33_14_arb.png,MarioGalaxy\b195a901b657fb09.png
ObjectData\FireBallSpreadLava\tex1_256x256_m_ae6dd2b6681e8f33_14_arb_mip1.png,MarioGalaxy\b195a901b657fb09_lod1.png
ObjectData\FireBallSpreadLava\tex1_256x256_m_ae6dd2b6681e8f33_14_arb_mip2.png,MarioGalaxy\b195a901b657fb09_lod2.png
ObjectData\FireBallSpreadLava\tex1_256x256_m_ae6dd2b6681e8f33_14_arb_mip3.png,MarioGalaxy\b195a901b657fb09_lod3.png
ObjectData\FireBallSpreadLava\tex1_256x256_m_ae6dd2b6681e8f33_14_arb_mip4.png,MarioGalaxy\b195a901b657fb09_lod4.png
ObjectData\FireBallSpreadLava\tex1_256x256_m_ae6dd2b6681e8f33_14_arb_mip5.png,MarioGalaxy\b195a901b657fb09_lod5.png
ObjectData\FireBarCore\tex1_64x64_89c0ec5479c3cd23_14.png,ondemand_texture_replace\MarioGalaxy\3103649457256252277.png
ObjectData\FireBarSpherePlanet\tex1_256x256_m_465126c53718f810_14.png,ondemand_texture_replace\MarioGalaxy\3619035491231410585.png
ObjectData\FishA\tex1_128x128_7f20842e9841a098_14.png,ondemand_texture_replace\MarioGalaxy\4206100950947952955.png
ObjectData\FishB\tex1_128x128_6a6a4d6b33ccbafa_14.png,ondemand_texture_replace\MarioGalaxy\7044213781221126875.png
ObjectData\FishC\tex1_128x128_476e009492183082_14.png,ondemand_texture_replace\MarioGalaxy\13669058624812136557.png
ObjectData\FlagKoopaA\tex1_256x128_5ce7c02d9d7cb2c4_14.png,ondemand_texture_replace\MarioGalaxy\14774379792557927649.png
ObjectData\FlagPeachCastleA\tex1_128x128_4d7af71c05d0cce3_14.png,ondemand_texture_replace\MarioGalaxy\5290247492559203580.png
ObjectData\FlagPeachCastleB\tex1_128x128_14fcf1491fc28f49_14.png,ondemand_texture_replace\MarioGalaxy\8976870984672965844.png
ObjectData\FlipPanel\tex1_128x256_7f164dd62ac4fa8d_14.png,ondemand_texture_replace\MarioGalaxy\6986546512744884625.png
ObjectData\FlipPanelKillerPlanet\tex1_256x256_bd14bf9f6026cd0b_14.png,ondemand_texture_replace\MarioGalaxy\7926304504701197502.png
ObjectData\FlowerBlossomRellayPlanet\tex1_256x256_27b9296e48c72004_14.png,ondemand_texture_replace\MarioGalaxy\8291147849704337338.png
ObjectData\FlowerHighlandPlanetA\tex1_128x128_087cccf528e017ab_14.png,ondemand_texture_replace\MarioGalaxy\2161421574494204099.png
ObjectData\FlowerHighlandPlanetA\tex1_128x128_9170ffd74cd42e9d_4.png,ondemand_texture_replace\MarioGalaxy\12900520624390251234.png
ObjectData\FlowerHighlandPlanetA\tex1_128x64_44b9895d51c08893_5.png,ondemand_texture_replace\MarioGalaxy\9444245607261017488.png
ObjectData\FlowerHighlandPlanetA\tex1_256x256_2d218c31c60c0919_14.png,ondemand_texture_replace\MarioGalaxy\13467650325065238964.png
ObjectData\FlowerHighlandPlanetA\tex1_64x128_3d832af4d27a5392_14.png,ondemand_texture_replace\MarioGalaxy\16970046003341248577.png
ObjectData\FlowerHighlandPlanetB\tex1_128x128_7e8383b905890689_14.png,ondemand_texture_replace\MarioGalaxy\7740858443003756339.png
ObjectData\FlowerHighlandPlanetB\tex1_128x128_c6be487244d870d3_14.png,ondemand_texture_replace\MarioGalaxy\9688251829403285596.png
ObjectData\FlowerHighlandPlanetB\tex1_128x128_d357064d119b491e_14.png,ondemand_texture_replace\MarioGalaxy\12991225475641776455.png
ObjectData\FlowerMimic\tex1_128x128_68021c4bae00747e_14.png,ondemand_texture_replace\MarioGalaxy\13181805454788951126.png
ObjectData\Fluff\tex1_16x128_2dc3d9e22c1f2999_14.png,ondemand_texture_replace\MarioGalaxy\12876007173803823202.png
ObjectData\Fluff\tex1_64x256_m_d2217ce1f377ef38_3.png,MarioGalaxy_Sub\052638ce0be4d8c3.png
ObjectData\Fluff\tex1_64x256_m_d2217ce1f377ef38_3_mip1.png,MarioGalaxy_Sub\052638ce0be4d8c3_lod1.png
ObjectData\Fluff\tex1_64x256_m_d2217ce1f377ef38_3_mip2.png,MarioGalaxy_Sub\052638ce0be4d8c3_lod2.png
ObjectData\Fluff\tex1_64x256_m_d2217ce1f377ef38_3_mip3.png,MarioGalaxy_Sub\052638ce0be4d8c3_lod3.png
ObjectData\FluffLeaf\tex1_32x256_cfb55318942ecbb5_14.png,ondemand_texture_replace\MarioGalaxy\2702591883735649559.png
ObjectData\FollowerDrillDiskPlanet\tex1_128x128_62258bc18d3c321f_14.png,ondemand_texture_replace\MarioGalaxy\5847661361454179175.png
ObjectData\FollowerDrillDiskPlanet\tex1_128x128_cdcd723ebc01ead2_14.png,ondemand_texture_replace\MarioGalaxy\17686842910820139752.png
ObjectData\FollowerDrillDiskPlanet\tex1_128x128_m_a97d9c19db637b57_14_arb.png,MarioGalaxy\f25f6b880c798c6c.png
ObjectData\FollowerDrillDiskPlanet\tex1_128x128_m_a97d9c19db637b57_14_arb_mip1.png,MarioGalaxy\f25f6b880c798c6c_lod1.png
ObjectData\FollowerDrillDiskPlanet\tex1_256x128_8b67105b23b56198_14.png,ondemand_texture_replace\MarioGalaxy\13559634956987818303.png
ObjectData\FollowerDrillDiskPlanet\tex1_256x256_50d4d4a3e2d89f2a_14.png,ondemand_texture_replace\MarioGalaxy\8078807036653064273.png
ObjectData\FollowerDrillDiskPlanet\tex1_256x256_6a83d5380e15d11f_14.png,ondemand_texture_replace\MarioGalaxy\15619784246234816495.png
ObjectData\FollowerDrillDiskPlanet\tex1_256x256_ef4e079000b0ed01_14.png,ondemand_texture_replace\MarioGalaxy\8852344038818868160.png
ObjectData\FollowerDrillDiskPlanetParts\tex1_256x256_87f30e7bc35a094e_14.png,ondemand_texture_replace\MarioGalaxy\1524774093917804153.png
ObjectData\FollowerDrillDiskPlanetParts\tex1_64x64_m_8405996c3b166b22_14.png,MarioGalaxy_Sub\89ae22c4ea20d55c.png
ObjectData\FollowerDrillDiskPlanetParts\tex1_64x64_m_8405996c3b166b22_14_mip1.png,MarioGalaxy_Sub\89ae22c4ea20d55c_lod1.png
ObjectData\FollowerDrillDiskPlanetParts\tex1_64x64_m_8405996c3b166b22_14_mip2.png,MarioGalaxy_Sub\89ae22c4ea20d55c_lod2.png
ObjectData\FollowerDrillInsidePlanet\tex1_128x128_c1709ae183d32235_14.png,ondemand_texture_replace\MarioGalaxy\2518042415768902403.png
ObjectData\FollowerDrillInsidePlanet\tex1_128x128_m_f02e5941ec164519_14.png,ondemand_texture_replace\MarioGalaxy\17105592304033516846.png
ObjectData\FollowerDrillInsidePlanet\tex1_256x256_0905f15496c614d0_14.png,ondemand_texture_replace\MarioGalaxy\16740163163788911004.png
ObjectData\Foomin\tex1_64x128_2832747a4bc188e0_14.png,ondemand_texture_replace\MarioGalaxy\11217143829964500490.png
ObjectData\Foomin\tex1_64x128_62972e5bb6fc87f4_14.png,ondemand_texture_replace\MarioGalaxy\10291041332102063080.png
ObjectData\Foomin\tex1_64x64_a14550c56f9822c2_14.png,ondemand_texture_replace\MarioGalaxy\16770391269427921023.png
ObjectData\FoominLavaCrossPlanet\tex1_128x128_a49a592da7dc8526_5.png,ondemand_texture_replace\MarioGalaxy\14632503379156145713.png
ObjectData\FreezeVolcanoIce\tex1_256x256_a3ce02fa1bd330c5_14.png,ondemand_texture_replace\MarioGalaxy\18310531335064535850.png
ObjectData\FreezeVolcanoIce\tex1_256x256_b98e8822ec9cf61c_14.png,ondemand_texture_replace\MarioGalaxy\2451229528743918914.png
ObjectData\FreezeVolcanoIce\tex1_256x256_cbd9a02595c6b245_14.png,ondemand_texture_replace\MarioGalaxy\16153450930025270080.png
ObjectData\FreezeVolcanoMagma\tex1_128x128_b53e167bdc655fa5_14.png,ondemand_texture_replace\MarioGalaxy\18291020080170502157.png
ObjectData\FreezeVolcanoMagma\tex1_256x256_d165ea2ad14c5823_14.png,ondemand_texture_replace\MarioGalaxy\9660729464875795510.png
ObjectData\GalaxyInfoTexture\tex1_256x72_1ed61388d7580f87_14.png,MarioGalaxy_Sub\d43b76647ccbb64f.png
ObjectData\GalaxyInfoTexture\tex1_256x72_222da0a002068961_14.png,MarioGalaxy_Sub\069850dfe3b4808a.png
ObjectData\GalaxyInfoTexture\tex1_256x72_2372096140ae4a60_14.png,MarioGalaxy_Sub\e1a55dbb3ebc8f18.png
ObjectData\GalaxyInfoTexture\tex1_256x72_239d84cf1017984f_14.png,MarioGalaxy_Sub\912a29a5c7278a96.png
ObjectData\GalaxyInfoTexture\tex1_256x72_26e677c94505057b_14.png,MarioGalaxy_Sub\e6ef0c9fc88b9f0e.png
